id,first_name,last_name,gender,behaviour_rating,Count_of_nasty_incidents,Nice
546,Bordy,Tindley,Male,0.59,Never,0
547,Gaylor,Jarnell,Male,0.35,Daily,0
548,Michail,Paulot,Male,0.65,Often,0
549,Ian,Jinkinson,Male,0.47,Yearly,1
550,William,Curry,Male,0.52,Never,0
551,Ty,Lugard,Male,0.07,Seldom,0
552,Haley,Draye,Male,-0.76,Weekly,0
553,Charin,Goldring,Female,1.6,Once,0
554,Konstance,Lorkin,Female,0.24,Weekly,0
555,Gardner,Klamman,Male,0.89,Daily,1
556,Devan,Swatradge,Female,0.19,Monthly,0
557,Kurt,Baffin,Male,0.59,Once,0
558,Amity,Jaulme,Female,0.0,Never,0
559,Felipe,Mingus,Male,0.08,Once,0
560,Meredeth,Stoddart,Male,0.37,Weekly,1
561,Gerhard,Bissex,Male,0.93,Weekly,1
562,Arlette,Rattray,Female,0.46,Never,1
563,Aaron,Mottershaw,Male,1.05,Seldom,1
564,Constantine,Fockes,Male,1.41,Seldom,0
565,Berkley,Kubal,Male,-0.07,Monthly,0
566,Stevie,Sorby,Male,1.21,Monthly,1
567,Carney,Sear,Male,0.88,Often,0
568,Griz,Orbell,Male,1.23,Never,0
569,Cathee,Simnel,Female,0.9,Daily,0
570,Gustavo,McTeggart,Male,1.08,Once,0
571,Germain,Avey,Male,0.45,Yearly,1
572,Marmaduke,McReedy,Male,0.86,Often,0
573,Benny,Truggian,Male,0.21,Never,0
574,Neddie,Girod,Male,0.44,Daily,0
575,Jobina,McAvaddy,Female,0.9,Never,0
576,Ned,Ovenden,Male,-0.36,Yearly,0
577,Sharlene,Moubray,Female,0.85,Never,0
578,Noella,Balston,Female,0.39,Yearly,0
579,Baird,Monahan,Male,0.1,Never,0
580,August,Borless,Male,-0.62,Weekly,0
581,Xavier,Saville,Male,0.96,Once,0
582,Fidel,Kingman,Male,0.64,Weekly,0
583,Isidoro,Gownge,Male,0.82,Once,0
584,Eachelle,Iashvili,Female,0.42,Often,0
585,Heather,Eltringham,Female,0.19,Often,0
586,Gary,Houlworth,Male,0.47,Daily,1
587,Rosaleen,Jaggar,Female,-0.83,Seldom,0
588,Tremayne,Vallender,Male,0.25,Weekly,0
589,Tracy,Gercke,Male,-0.01,Weekly,0
590,George,Storah,Female,0.27,Once,0
591,Malva,Killough,Female,0.66,Once,0
592,Fredrick,Godier,Male,0.43,Often,0
593,Ardys,Dominighi,Female,0.95,Seldom,0
594,Ad,Grocott,Male,0.49,Seldom,0
595,Adrian,Blomefield,Female,0.91,Once,0
596,Priscilla,Gryglewski,Female,0.2,Often,1
597,Clair,Slaughter,Female,1.25,Often,0
598,Mychal,Corcoran,Male,1.0,Monthly,0
599,Gottfried,Rosensaft,Male,0.47,Once,1
600,Milena,Martinho,Female,0.99,Once,1
601,Corri,Baum,Female,0.17,Seldom,1
602,Kristan,De Beauchemp,Female,0.86,Often,0
603,Raf,Riehm,Female,-0.16,Seldom,1
604,Thor,Butterley,Male,0.57,Once,0
605,Gannie,Rappoport,Male,0.77,Monthly,0
606,Trevor,Storrah,Male,0.14,Monthly,1
607,Jeniece,Hainey`,Female,0.35,Once,0
608,Abbot,Jelkes,Male,0.15,Once,1
609,Ines,Livett,Female,0.78,Monthly,0
610,Carine,Chesser,Female,0.53,Yearly,0
611,Livia,Erskine,Female,1.06,Yearly,0
612,Tedie,Blincko,Male,0.56,Never,1
613,Marj,Fishbourn,Female,1.45,Often,0
614,Redd,Ivashov,Male,1.13,Daily,0
615,Lonnard,Vispo,Male,0.56,Once,1
616,Persis,Derrell,Female,0.14,Weekly,0
617,Bellina,Bruun,Female,0.5,Monthly,0
618,Dolores,Careswell,Female,1.14,Monthly,0
619,Asa,Willers,Male,1.02,Often,0
620,Maribelle,De Andreis,Female,-0.11,Weekly,0
621,Anallise,Grahame,Female,0.41,Never,0
622,Emlynn,Stapylton,Female,1.18,Seldom,0
623,Ester,Southerton,Female,0.1,Often,1
624,Annabal,Levane,Female,0.32,Often,0
625,Milzie,Flatman,Female,-0.01,Seldom,0
626,Dorise,Maskew,Female,0.31,Often,0
627,Reade,Staves,Male,0.41,Daily,0
628,Kelley,Frostick,Female,1.0,Daily,0
629,Candice,Schaumaker,Female,0.25,Often,0
630,Caryl,Freire,Male,-0.81,Once,0
631,Rosaleen,Mooring,Female,0.21,Never,0
632,Helenka,Willbourne,Female,0.28,Seldom,0
633,Paxon,Blackater,Male,0.27,Yearly,0
634,Sigismond,Gallymore,Male,-0.26,Seldom,1
635,Christine,Ianne,Female,0.14,Often,0
636,Tana,Saynor,Female,1.53,Once,0
637,Harlan,Chalice,Male,0.4,Monthly,0
638,Opal,Tibbits,Female,0.78,Monthly,1
639,Cesar,Speariett,Male,0.77,Never,1
640,Emlynne,Iskowitz,Female,0.4,Often,0
641,Johnna,Heino,Female,0.31,Once,0
642,Susannah,Buxsey,Female,-0.05,Once,1
643,Maressa,Donaghy,Female,-0.28,Seldom,0
644,Emmaline,Mabone,Female,0.23,Monthly,0
645,Batholomew,Wight,Male,0.36,Yearly,0
646,Georgetta,Kirkham,Female,0.62,Monthly,0
647,Pavlov,Swanne,Male,1.08,Often,0
648,Hastings,Crannis,Male,-0.06,Seldom,0
649,Anastasia,Thomann,Female,1.01,Never,0
650,Dyann,Berens,Female,0.01,Once,0
651,Betti,Gregorin,Female,-0.6,Seldom,0
652,Merrill,Peaple,Female,1.23,Weekly,0
653,Rosita,Will,Female,0.86,Never,0
654,Webb,Deavall,Male,0.72,Never,1
655,Way,Hudspeth,Male,1.5,Daily,1
656,Rafaelia,Pierucci,Female,1.44,Weekly,1
657,Matthus,Metzing,Male,0.85,Monthly,0
658,Shanie,Buxsy,Female,-0.34,Seldom,0
659,Emelen,Jephcott,Male,-0.01,Yearly,0
660,Jackie,Gramer,Female,0.55,Often,0
661,Sadie,Gerriessen,Female,0.81,Once,0
662,Johnna,Basant,Female,0.41,Daily,0
663,Crichton,Bordiss,Male,0.1,Weekly,0
664,Rene,Vispo,Male,-0.12,Daily,0
665,Jaclyn,Fairbeard,Female,0.68,Yearly,0
666,Dela,Cherry,Female,0.13,Often,0
667,Abbye,Buckell,Female,0.29,Often,0
668,Vincent,Boake,Male,0.25,Never,0
669,Rhea,Rauprich,Female,1.1,Once,1
670,Sim,Behninck,Male,1.78,Often,0
671,Adelind,O'Mahoney,Female,1.72,Once,0
672,Gilly,Portugal,Female,0.56,Weekly,0
673,Stella,Watkiss,Female,0.77,Monthly,0
674,Andi,Masseo,Female,0.05,Never,0
675,Marsh,Grishukhin,Male,0.43,Seldom,0
676,Jessa,Ewells,Female,2.09,Yearly,0
677,Giles,Crollman,Male,0.67,Daily,0
678,Cordell,Chopin,Male,0.48,Daily,0
679,Douglas,Clemson,Male,0.55,Seldom,0
680,Lionello,Zanetello,Male,0.58,Never,0
681,Dot,Leaning,Female,0.46,Once,0
682,Jere,Keeltagh,Male,0.39,Often,0
683,Nadya,Nussgen,Female,1.09,Never,0
684,Renata,Royl,Female,0.64,Seldom,1
685,Almire,Reader,Female,0.42,Often,0
686,Tamiko,Fanstone,Female,0.3,Seldom,1
687,Demetria,Teaze,Female,0.8,Monthly,0
688,Bastian,Bousler,Male,0.97,Seldom,0
689,Selle,Norcop,Female,1.8,Never,0
690,Ezra,Masser,Male,0.29,Seldom,0
691,Pierrette,Primmer,Female,0.67,Seldom,0
692,Bobbette,Purtell,Female,0.93,Often,1
693,Keir,Elcom,Male,1.16,Never,0
694,Kim,Trathan,Female,0.78,Daily,0
695,Gale,Nalder,Male,0.08,Monthly,0
696,Sela,Phethean,Female,0.68,Never,1
697,Archaimbaud,Alejo,Male,0.77,Weekly,0
698,Kaylyn,Legat,Female,-0.32,Once,0
699,Selia,Zoppie,Female,0.29,Yearly,0
700,Tripp,Wickins,Male,0.43,Never,0
701,Neddy,MacMaster,Male,0.44,Once,1
702,Sandy,O'Flynn,Female,-0.12,Monthly,0
703,Shelley,Pietrzyk,Male,0.7,Yearly,1
704,Arlette,Banbridge,Female,0.63,Once,0
705,Arny,Deavin,Male,0.88,Never,0
706,Chrysler,Proschke,Female,-0.5,Daily,1
707,Dwayne,Steinhammer,Male,0.81,Daily,0
708,Donnie,Killingback,Female,0.32,Often,0
709,Lucienne,McGhie,Female,0.42,Yearly,0
710,Maggee,Crighton,Female,0.07,Weekly,0
711,Harcourt,McClounan,Male,0.13,Often,1
712,Lindsey,Hubbock,Male,0.43,Weekly,0
713,Locke,Fulle,Male,0.02,Often,0
714,Judd,Darlison,Male,0.26,Seldom,0
715,Walt,Stonebanks,Male,0.23,Seldom,0
716,Cordy,Aleksandrov,Male,0.48,Often,0
717,Genia,Beartup,Female,0.09,Monthly,1
718,Jemmie,Malins,Female,0.76,Yearly,0
719,Ringo,Madner,Male,0.92,Never,0
720,Olivier,Keeling,Male,0.69,Weekly,0
721,Pansie,Seivwright,Female,0.41,Yearly,1
722,Taddeusz,Kelberman,Male,1.22,Yearly,0
723,Katina,Tuddenham,Female,-0.02,Seldom,1
724,Jethro,Berntssen,Male,0.6,Once,0
725,Kenton,Udden,Male,0.11,Often,0
726,Aurlie,Curner,Female,0.27,Monthly,1
727,Idalina,Bairnsfather,Female,0.07,Daily,0
728,Melony,Crowcroft,Female,0.12,Monthly,0
729,Natasha,Aland,Female,-0.12,Often,0
730,Kiersten,Colleton,Female,0.26,Weekly,0
731,Son,Carletto,Male,0.44,Yearly,0
732,Jacquelin,Rolph,Female,0.07,Never,0
733,Perri,Varnes,Female,-0.27,Monthly,0
734,Alvie,Colley,Male,1.16,Daily,0
735,Garrek,Stoakley,Male,-0.12,Yearly,0
736,Dwain,Bottrill,Male,1.09,Monthly,0
737,Roxi,Slyme,Female,0.05,Often,0
738,Thorstein,Juschke,Male,0.52,Monthly,0
739,Colas,Dumbrell,Male,-0.16,Weekly,1
740,Gretel,Hubert,Female,0.69,Weekly,0
741,Rooney,Moncaster,Male,-0.51,Never,0
742,Laird,Shermore,Male,0.07,Weekly,0
743,Adrien,Butchard,Male,-0.34,Once,0
744,Vladimir,Copson,Male,0.28,Monthly,1
745,Jenni,Stirton,Female,1.27,Often,0
746,Hill,Foreman,Male,0.23,Daily,0
747,Brook,Denyakin,Female,-0.26,Weekly,0
748,Alejandro,Lacheze,Male,0.44,Never,1
749,Felipe,Ffrench,Male,0.62,Daily,0
750,Carol-jean,Vial,Female,0.81,Daily,0
751,Cynde,Hannabus,Female,0.05,Once,0
752,Natasha,Bushby,Female,0.97,Never,0
753,Leoine,Moncaster,Female,0.5,Daily,0
754,Jennette,Klewer,Female,0.89,Once,0
755,Corry,Wabersich,Female,0.28,Weekly,1
756,Nariko,Aspall,Female,0.34,Once,0
757,Bernardo,Cleaver,Male,1.78,Seldom,0
758,Brandon,Edinborough,Male,0.83,Monthly,0
759,Michele,Goody,Male,-0.22,Yearly,0
760,Karlens,Richel,Male,-0.05,Monthly,0
761,Margo,Vasiltsov,Female,0.22,Daily,0
762,Rodge,Gillino,Male,-0.28,Once,0
763,Fernande,Dencs,Female,0.41,Seldom,0
764,Midge,Riditch,Female,-0.13,Weekly,0
765,Gar,Havoc,Male,0.57,Yearly,0
766,Sorcha,Balassi,Female,0.25,Yearly,0
767,Pattie,Bilbrooke,Male,0.1,Once,0
768,Sal,MacKeogh,Male,0.06,Yearly,0
769,Mathian,Eddow,Male,0.72,Daily,0
770,Kaiser,Naptin,Male,0.43,Often,0
771,Charlotta,Steere,Female,0.69,Once,0
772,Morgan,Thorsen,Female,0.43,Monthly,0
773,Olivette,Scully,Female,0.77,Seldom,0
774,Janaya,Jedrys,Female,-0.27,Seldom,1
775,Yorke,Deevey,Male,1.12,Monthly,0
776,Lawton,Siggee,Male,0.33,Seldom,0
777,Erek,Peizer,Male,0.28,Monthly,0
778,Janelle,Masi,Female,-0.19,Weekly,0
779,Veriee,Davenhill,Female,0.87,Daily,0
780,Harley,McDermot,Male,0.28,Once,0
781,Daniel,Digg,Male,0.46,Daily,1
782,Hendrika,Allery,Female,0.4,Yearly,0
783,Leontyne,Clougher,Female,0.9,Never,0
784,Antin,Grichukhanov,Male,0.61,Daily,0
785,Andra,Gantzman,Female,0.96,Often,0
786,Lucio,Laville,Male,-0.26,Daily,0
787,Reed,Pizzie,Male,0.21,Never,0
788,Addy,Binham,Male,0.47,Often,0
789,Siusan,De Cleen,Female,-0.35,Never,0
790,Freddie,Grishankov,Female,-0.1,Weekly,0
791,Catrina,Prestner,Female,2.0,Once,0
792,Freddy,Fitzsimon,Female,0.59,Seldom,0
793,Alicia,Andrieu,Female,0.24,Seldom,0
794,Allison,Doppler,Female,0.52,Weekly,0
795,Brynne,Stoke,Female,0.19,Often,0
796,Colleen,Tilliards,Female,0.6,Once,1
797,Blinny,Hanes,Female,0.34,Never,0
798,Jolene,Trevan,Female,0.32,Monthly,0
799,Agustin,Pilch,Male,0.1,Often,0
800,Aldo,Durran,Male,1.13,Weekly,0
801,Gleda,Van Arsdall,Female,-0.2,Yearly,0
802,Demeter,Macek,Female,0.41,Once,0
803,Hurlee,Zorzenoni,Male,-0.49,Often,0
804,Lauren,Alford,Female,-0.03,Yearly,1
805,Leeland,Randalson,Male,-0.15,Never,0
806,Alicea,Revening,Female,0.2,Never,0
807,Carolin,Pischoff,Female,0.79,Weekly,0
808,Heloise,Storks,Female,0.77,Weekly,0
809,Nikolaos,Waby,Male,0.6,Seldom,0
810,Alic,Fronsek,Male,0.48,Never,0
811,Francene,De Filippis,Female,-0.78,Seldom,0
812,Brendon,Skym,Male,1.63,Weekly,0
813,Karee,Tourne,Female,1.26,Daily,0
814,Rufus,Abrahami,Male,0.15,Weekly,0
815,Phillie,Burchett,Female,0.48,Yearly,0
816,Nathanial,Gawith,Male,0.14,Daily,0
817,Leigh,Fretter,Female,0.73,Once,0
818,Davey,Flanne,Male,0.23,Daily,0
819,Myrta,Gorner,Female,1.36,Weekly,0
820,Coralie,Yakovliv,Female,1.19,Yearly,1
821,Fiann,Abramin,Female,0.32,Monthly,0
822,Johnath,Simonetto,Female,0.67,Monthly,0
823,Nalani,Ranscombe,Female,0.06,Never,1
824,Fee,Ogan,Male,-0.05,Weekly,0
825,Dwight,Simonutti,Male,0.9,Never,1
826,Anna-diane,Climer,Female,0.16,Seldom,0
827,Zebadiah,Callinan,Male,1.33,Daily,1
828,Garvey,Halfpenny,Male,0.41,Never,0
829,Shawna,Reolfo,Female,1.17,Monthly,0
830,Jeni,Rosengren,Female,-0.23,Seldom,0
831,Mag,Cossell,Female,0.67,Once,0
832,Adelind,Eichmann,Female,0.72,Often,0
833,Burlie,Jaquiss,Male,0.15,Often,0
834,Yanaton,Simnel,Male,0.49,Weekly,0
835,Jorry,Kennaird,Female,0.47,Daily,0
836,Garrett,Mitchall,Male,0.37,Yearly,0
837,Aylmar,Lusk,Male,1.36,Seldom,0
838,Cathee,Pidduck,Female,0.57,Monthly,0
839,Roana,MacRedmond,Female,1.08,Never,0
840,Christopher,Antushev,Male,0.51,Seldom,0
841,Yardley,Skoggins,Male,0.36,Once,0
842,Ailee,Jaimez,Female,0.29,Never,1
843,Ruy,Goward,Male,0.76,Once,0
844,Bard,Clackers,Male,0.09,Monthly,1
845,Kingsly,Carroll,Male,-0.1,Weekly,1
846,Rhianna,Searson,Female,-0.02,Weekly,0
847,Read,Keatch,Male,0.58,Once,0
848,Cyndi,Beachamp,Female,0.69,Often,0
849,Reuben,Delgaty,Male,0.07,Daily,1
850,Linc,Macauley,Male,-0.07,Often,0
851,Arni,Beacon,Male,0.89,Yearly,0
852,Tuesday,Jovicic,Female,0.15,Daily,0
853,Marcella,Sunshine,Female,0.47,Yearly,0
854,Federico,Southcoat,Male,1.7,Often,0
855,Flin,Cotgrave,Male,0.92,Monthly,0
856,Micheline,Torfin,Female,1.1,Never,0
857,Romeo,Grunnill,Male,-0.54,Daily,0
858,Shurlock,Telford,Male,0.53,Never,0
859,Mendy,Proger,Male,0.16,Yearly,0
860,Arnie,Madigan,Male,0.67,Never,0
861,Yurik,Mardlin,Male,1.12,Often,0
862,Teddy,Purches,Female,1.47,Often,0
863,Melisse,Woodley,Female,0.29,Yearly,0
864,Devondra,Grene,Female,-0.04,Daily,0
865,Wash,Loding,Male,0.07,Daily,0
866,Honey,Speke,Female,0.82,Often,0
867,Joanna,Andres,Female,0.8,Often,0
868,Vinni,Garrettson,Female,0.69,Never,0
869,Karina,Tabert,Female,0.58,Monthly,0
870,Barth,Feckey,Male,0.52,Seldom,1
871,Alan,Nafziger,Male,1.28,Never,0
872,Dani,Gooley,Female,0.08,Yearly,0
873,Zorina,Cuttelar,Female,0.89,Once,0
874,Lillian,Learman,Female,1.58,Once,0
875,Cordelie,Hake,Female,1.1,Daily,0
876,Octavius,Pagett,Male,0.88,Weekly,1
877,Pen,Chevis,Female,0.28,Daily,0
878,Gregorio,Brash,Male,0.01,Yearly,0
879,Fidela,Henze,Female,0.32,Yearly,0
880,Celinka,Crossland,Female,0.87,Never,0
881,Babb,Featley,Female,-0.13,Weekly,0
882,Ginger,Faust,Male,0.18,Often,0
883,Sadie,Iacobo,Female,1.05,Weekly,0
884,Cary,Norree,Male,0.46,Monthly,0
885,Thacher,L' Estrange,Male,-0.15,Never,0
886,Filippa,O'Rowane,Female,0.94,Often,0
887,Guinna,Breen,Female,0.46,Monthly,0
888,Kristopher,Enoch,Male,0.13,Yearly,0
889,Hilary,Barzen,Female,-0.18,Yearly,0
890,Paige,Axten,Male,0.22,Monthly,0
891,Kerri,Timpany,Female,0.01,Often,0
892,Drusi,Fleisch,Female,0.7,Monthly,0
893,Edin,Monkeman,Female,-0.02,Daily,1
894,Fredelia,Esselin,Female,1.12,Weekly,0
895,Allegra,Gaskall,Female,1.19,Often,0
896,D'arcy,Millyard,Male,0.61,Once,0
897,Alvira,Issakov,Female,0.01,Often,0
898,Guss,Apedaile,Male,0.71,Monthly,0
899,Kaleena,O'Brallaghan,Female,0.01,Never,0
900,Robers,Cleynaert,Male,0.78,Once,1
901,Eben,Hazeldene,Male,0.1,Once,1
902,Mirabella,Parr,Female,1.36,Yearly,0
903,Emlen,Petkovic,Male,0.28,Daily,0
904,Clim,Goodluck,Male,0.16,Seldom,0
905,Ileane,MacRitchie,Female,0.34,Weekly,0
906,Milli,Ison,Female,0.35,Seldom,0
907,Thaxter,Dioniso,Male,0.3,Daily,1
908,Errick,Truelock,Male,0.95,Once,0
909,Ellen,Vogelein,Female,-0.36,Never,0
910,Barthel,Braunstein,Male,0.33,Often,1
911,Gino,Loxly,Male,0.94,Daily,0
912,Abraham,Forstall,Male,0.5,Daily,0
913,Quintus,Liveley,Male,0.32,Weekly,0
914,Jude,Marsh,Male,0.33,Often,0
915,Meta,Maile,Female,0.06,Seldom,0
916,Diego,Mackelworth,Male,1.05,Monthly,0
917,Doralynne,Antonikov,Female,0.08,Often,0
918,Jackelyn,Piper,Female,-0.25,Often,0
919,Blisse,Joicey,Female,0.4,Monthly,1
920,Abbe,Davenhall,Male,1.1,Once,0
921,Bonita,Melmore,Female,0.88,Seldom,0
922,Britney,Antonnikov,Female,0.15,Once,0
923,Alica,Fortie,Female,0.7,Once,0
924,Ned,Jeannet,Male,-0.4,Often,1
925,Dede,Dobbings,Female,0.33,Often,0
926,Jedd,Yaldren,Male,-0.1,Once,0
927,Becky,Romaines,Female,0.19,Never,0
928,Rozina,Scriviner,Female,0.04,Yearly,0
929,Twyla,Eatherton,Female,0.6,Monthly,0
930,Biron,Dobsons,Male,1.0,Often,0
931,Aldon,Fuxman,Male,1.07,Weekly,0
932,Antonius,Fenimore,Male,0.42,Monthly,0
933,Winfield,Shoobridge,Male,0.92,Daily,0
934,Blair,Knight,Male,0.68,Yearly,0
935,Florian,Dimmne,Male,1.73,Once,0
936,Ursula,Ottosen,Female,0.83,Weekly,0
937,Shem,Kensett,Male,1.15,Yearly,0
938,Jonathan,Rugiero,Male,1.05,Weekly,1
939,Bertram,Dedrick,Male,0.04,Never,0
940,Jorey,Guyonnet,Female,0.18,Once,0
941,Bride,Redan,Female,0.36,Often,0
942,Ruttger,Frays,Male,-0.24,Never,0
943,Elvera,Ramsell,Female,0.29,Seldom,0
944,Britt,Brokenshaw,Male,0.48,Yearly,0
945,Carolin,Gruszka,Female,0.14,Yearly,0
946,Sigismond,Einchcombe,Male,0.88,Weekly,1
947,Bron,De Brett,Male,-0.56,Weekly,0
948,Willey,Bolding,Male,0.28,Daily,0
949,Matilda,Scrauniage,Female,1.15,Often,0
950,Rozele,Kiera,Female,0.92,Seldom,0
951,Harman,Minor,Male,0.17,Often,0
952,Tull,Ghion,Male,0.16,Daily,0
953,Athena,Noto,Female,0.16,Monthly,0
954,Rudiger,Mocquer,Male,0.38,Often,0
955,Gale,Laborda,Female,1.19,Once,0
956,Elvyn,Safhill,Male,1.22,Often,0
957,Yulma,Galliford,Male,0.91,Seldom,0
958,Jacqui,Wringe,Female,0.49,Never,0
959,Wolfy,Adamek,Male,1.0,Never,0
960,Daphna,Foreman,Female,0.29,Once,0
961,Sidney,Vaughan,Male,0.36,Never,0
962,Philippe,MacKomb,Female,-0.1,Never,0
963,Eddie,Inderwick,Male,0.54,Daily,0
964,Berri,Elvish,Female,-0.38,Weekly,0
965,Jean,Tumayan,Female,-0.68,Never,0
966,Rhianon,Linck,Female,0.19,Monthly,0
967,Tyson,Tethcote,Male,0.26,Daily,1
968,Gus,Robert,Female,0.33,Daily,1
969,Thadeus,Sharrock,Male,0.55,Daily,0
970,Haleigh,Cobello,Female,1.27,Often,0
971,Heidie,Lambourn,Female,0.15,Seldom,0
972,Fedora,Dalman,Female,0.75,Monthly,0
973,Manny,Burnard,Male,0.06,Weekly,1
974,Tarra,Kew,Female,0.92,Never,1
975,Ophelia,Crunkhurn,Female,0.41,Yearly,0
976,Livy,Howel,Female,0.35,Yearly,1
977,Nicholle,Scottini,Female,-0.03,Seldom,1
978,Leslie,Warrack,Male,1.62,Never,0
979,Sven,Cuppitt,Male,0.99,Yearly,0
980,Vikky,Guerry,Female,0.31,Never,0
981,Harmon,Grisdale,Male,0.67,Yearly,0
982,Keen,Ragles,Male,0.62,Weekly,0
983,Sherie,Waller-Bridge,Female,0.67,Once,0
984,Tatiana,Schreurs,Female,0.64,Seldom,0
985,Sonny,Sealey,Female,1.03,Daily,0
986,Gavrielle,Timoney,Female,1.45,Yearly,0
987,Godwin,Idenden,Male,-0.01,Yearly,1
988,Cal,Hedworth,Male,0.48,Often,0
989,Rodolfo,Testo,Male,0.64,Yearly,0
990,Aida,Albasini,Female,0.45,Daily,0
991,Derwin,Creamen,Male,-0.64,Seldom,1
992,Viole,Stanyon,Female,0.76,Seldom,0
993,Jodie,Ringham,Male,0.99,Once,0
994,Tracie,Rahill,Male,-0.33,Never,0
995,Junina,Cartan,Female,-0.8,Seldom,0
996,Tilda,Loughlan,Female,0.24,Weekly,0
997,Zed,Stubbington,Male,0.05,Once,0
998,Benjy,Martinetto,Male,-0.08,Monthly,0
999,Horatius,Kinloch,Male,0.04,Often,0
1000,Kelley,Syfax,Female,1.18,Daily,0
